Accio Passphrase! 
11-19-5 destroyed
11-19-6 encounter
11-19-7 stalemate
11-19-8 weeks
11-19-9 europe
11-19-10 inventory
11-19-11 versus
11-19-12 then
11-19-13 them
11-19-14 poised
11-19-15 affected
11-19-16 woken
11-19-17 bans
11-19-18 prevented
11-19-19 jerking
11-19-20 ideal
11-20-1 safe
11-20-2 disturb
11-20-3 dispatches
11-20-4 break
11-20-5 dawlish
11-20-6 disembodied
11-20-7 they
11-20-8 schools
11-20-9 imprisoning
11-20-10 sixteen
11-20-11 silver
11-20-12 bank
11-20-13 unregistered
11-20-14 lestrange
11-20-15 start-of-term
11-20-16 rocky
11-20-17 potion-making
11-20-18 convinces
11-20-19 mcgonagall
11-20-20 arrested
12-1-1 knuts
12-1-2 veritaserum
12-1-3 frantically
12-1-4 prang
12-1-5 pains
12-1-6 victory
12-1-7 reasonable
12-1-8 each
12-1-9 poisonous
12-1-10 went
12-1-11 dennis
12-1-12 side
12-1-13 bone
12-1-14 luck
12-1-15 burial
12-1-16 calmly
12-1-17 snakes
12-1-18 slughorn
12-1-19 groundskeeper
12-1-20 laying
12-2-1 crimes
12-2-2 mangled
12-2-3 january
12-2-4 fierce-looking
12-2-5 celebrating
12-2-6 arrives
12-2-7 practising
12-2-8 stealing
12-2-9 webbed
12-2-10 flock
12-2-11 ward
12-2-12 saturday
12-2-13 sprints
12-2-14 reminding
12-2-15 decree
12-2-16 lair
12-2-17 centaurs
12-2-18 driving
12-2-19 disbanded
12-2-20 hushed
12-3-1 tales
12-3-2 forty
12-3-3 george
12-3-4 flooded
12-3-5 encourage
12-3-6 sane
12-3-7 remorse
12-3-8 cormac
12-3-9 got
12-3-10 washes
12-3-11 forth
12-3-12 horntail
12-3-13 outburst
12-3-14 smart
12-3-15 abbott
12-3-16 turning
12-3-17 barrier
12-3-18 interchange
12-3-19 mulled
12-3-20 threatened
12-4-1 little
12-4-2 free
12-4-3 fred
12-4-4 admits
12-4-5 assures
12-4-6 spill
12-4-7 carried
12-4-8 corrects
12-4-9 elsewhere
12-4-10 subjects
12-4-11 sadly
12-4-12 wanted
12-4-13 heat
12-4-14 remember
12-4-15 swimming
12-4-16 yard
12-4-17 enormous
12-4-18 exposing
12-4-19 created
12-4-20 blackmailing
12-5-1 starts
12-5-2 inexpensive
12-5-3 messages
12-5-4 days
12-5-5 shush
12-5-6 pence
12-5-7 bears
12-5-8 deems
12-5-9 hopeless
12-5-10 half-blood
12-5-11 signature
12-5-12 moving
12-5-13 potions
12-5-14 onto
12-5-15 user
12-5-16 enraged
12-5-17 rang
12-5-18 already
12-5-19 hero
12-5-20 spying
12-6-1 suspiciously
12-6-2 supposing
12-6-3 encouraging
12-6-4 maladies
12-6-5 hearing
12-6-6 hook
12-6-7 nearly-headless
12-6-8 closest
12-6-9 disappearing
12-6-10 another
12-6-11 knight
12-6-12 sober
12-6-13 rats
12-6-14 bandaged
12-6-15 whisked
12-6-16 hood
12-6-17 bitten
12-6-18 agriculture
12-6-19 goblins
12-6-20 fence
12-7-1 likely
12-7-2 rejects
12-7-3 spinnet
12-7-4 top
12-7-5 doge
12-7-6 historian
12-7-7 centres
12-7-8 carry
12-7-9 circumvented
12-7-10 confirming
12-7-11 master
12-7-12 too
12-7-13 tom
12-7-14 rosmerta
12-7-15 ordered
12-7-16 ex-auror
12-7-17 boot
12-7-18 bezoar
12-7-19 filibuster
12-7-20 curtains
12-8-1 ceiling
12-8-2 murder
12-8-3 collapse
12-8-4 undergoes
12-8-5 grown-up
12-8-6 happily
12-8-7 ted
12-8-8 lunges
12-8-9 brushes
12-8-10 serve
12-8-11 took
12-8-12 digs
12-8-13 narrowly
12-8-14 somewhat
12-8-15 wasted
12-8-16 shortly
12-8-17 abandoning
12-8-18 deployable
12-8-19 chaser
12-8-20 sarcastically
12-9-1 begins
12-9-2 past
12-9-3 refutes
12-9-4 intrusion
12-9-5 showed
12-9-6 surrounding
12-9-7 coward
12-9-8 werewolf
12-9-9 tree
12-9-10 whinging
12-9-11 matter
12-9-12 street
12-9-13 flame
12-9-14 speaking
12-9-15 represents
12-9-16 ears
12-9-17 corban
12-9-18 enables
12-9-19 powers
12-9-20 bridge
12-10-1 failing
12-10-2 sees
12-10-3 regulus
12-10-4 ran
12-10-5 portraits
12-10-6 ruckus
12-10-7 mind
12-10-8 upset
12-10-9 spent
12-10-10 talking
12-10-11 rat
12-10-12 relax
12-10-13 manner
12-10-14 seen
12-10-15 seem
12-10-16 sounding
12-10-17 seek
12-10-18 tells
12-10-19 ollivander
12-10-20 forced
12-11-1 disagreeing
12-11-2 dumbledores
12-11-3 genuine
12-11-4 releases
12-11-5 alibi
12-11-6 werewolves
12-11-7 convenient
12-11-8 latter
12-11-9 responsible
12-11-10 savings
12-11-11 wrecks
12-11-12 chest
12-11-13 materials
12-11-14 instructs
12-11-15 chess
12-11-16 doors
12-11-17 helga
12-11-18 impediment
12-11-19 paralyse
12-11-20 rides
12-12-1 tunnels
12-12-2 romilda
12-12-3 concedes
12-12-4 blue
12-12-5 exactly
12-12-6 committing
12-12-7 wrists
12-12-8 though
12-12-9 apologise
12-12-10 transfiguration
12-12-11 disallowing
12-12-12 clears
12-12-13 regular
12-12-14 eavesdrops
12-12-15 letter
12-12-16 claims
12-12-17 erised
12-12-18 interjects
12-12-19 drought
12-12-20 coin
12-13-1 gregorovitch
12-13-2 grave
12-13-3 broadcast
12-13-4 peers
12-13-5 maxime
12-13-6 treats
12-13-7 bullied
12-13-8 released
12-13-9 sinking
12-13-10 professor
12-13-11 camp
12-13-12 metal
12-13-13 dog
12-13-14 newcomers
12-13-15 stating
12-13-16 nettle
12-13-17 worsen
12-13-18 points
12-13-19 aunt
12-13-20 bathilda
12-14-1 sun
12-14-2 pointy
12-14-3 entertaining
12-14-4 paralyses
12-14-5 scream
12-14-6 came
12-14-7 saying
12-14-8 unchangeable
12-14-9 sinister
12-14-10 hunger
12-14-11 meetings
12-14-12 labels
12-14-13 framed
12-14-14 responsibility
12-14-15 ending
12-14-16 padded
12-14-17 implying
12-14-18 attempts
12-14-19 showing
12-14-20 radio
12-15-1 half-breeds
12-15-2 participate
12-15-3 sneaking
12-15-4 nephew
12-15-5 fleur
12-15-6 tortured
12-15-7 bard
12-15-8 bearer
12-15-9 lessons
12-15-10 crush
12-15-11 touches
12-15-12 busy
12-15-13 sleeps
12-15-14 spite
12-15-15 representing
12-15-16 explain
12-15-17 muggles
12-15-18 purification
12-15-19 console
12-15-20 spits
12-16-1 regurgitated
12-16-2 bush
12-16-3 deepest
12-16-4 excitedly
12-16-5 finch-fletchley
12-16-6 constant
12-16-7 falsely
12-16-8 maze-like
12-16-9 mascots
12-16-10 wearing
12-16-11 flames
12-16-12 four-point
12-16-13 rejoicing
12-16-14 negotiations
12-16-15 watch
12-16-16 interrogates
12-16-17 firenze
12-16-18 pocket
12-16-19 alcohol
12-16-20 haunted
12-17-1 spirit
12-17-2 despite
12-17-3 report
12-17-4 knocks
12-17-5 nasty
12-17-6 imperius
12-17-7 net
12-17-8 societies
12-17-9 forbids
12-17-10 rebirth
12-17-11 runs
12-17-12 macgonagall
12-17-13 chastened
12-17-14 covering
12-17-15 goodbyes
12-17-16 clandestine
12-17-17 crouch
12-17-18 patch
12-17-19 cafru
12-17-20 bag
12-18-1 bad
12-18-2 you-know-what
12-18-3 stead
12-18-4 crashed
12-18-5 rung
12-18-6 release
12-18-7 shocks
12-18-8 ruins
12-18-9 thanks
12-18-10 respond
12-18-11 half-blind
12-18-12 decides
12-18-13 disaster
12-18-14 fair
12-18-15 observes
12-18-16 fluffy
12-18-17 testing
12-18-18 recruit
12-18-19 resist
12-18-20 demented
12-19-1 decided
12-19-2 result
12-19-3 befuddles
12-19-4 fail
12-19-5 disturbing
12-19-6 screeching
12-19-7 observed
12-19-8 composed
12-19-9 best
12-19-10 sinks
12-19-11 jet-black
12-19-12 said
12-19-13 skrewts
12-19-14 aflame
12-19-15 lots
12-19-16 away
12-19-17 sail
12-19-18 gentleman
12-19-19 artificial
12-19-20 injuries
12-20-1 smacks
12-20-2 creates
12-20-3 stamps
12-20-4 unable
12-20-5 honeydukes
12-20-6 discovers
12-20-7 pets
12-20-8 contraband
12-20-9 drawn
12-20-10 sorts
12-20-11 encounters
12-20-12 slugs
12-20-13 discovery
12-20-14 alastor
12-20-15 lazy
12-20-16 men
12-20-17 terms
12-20-18 wears
12-20-19 trelawney
12-20-20 nature
13-1-1 confusion
13-1-2 auror
13-1-3 weak
13-1-4 however
13-1-5 equals
13-1-6 nightmares
13-1-7 vernon
13-1-8 retirement
13-1-9 wear
13-1-10 clues
13-1-11 cousin
13-1-12 picking
13-1-13 debt
13-1-14 meaningful
13-1-15 blasted
13-1-16 kitchen
13-1-17 faced
13-1-18 received
13-1-19 essentially
13-1-20 accident
13-2-1 disdain
13-2-2 leaps
13-2-3 country
13-2-4 ill
13-2-5 uncertainty
13-2-6 argus
13-2-7 against
13-2-8 players
13-2-9 negative
13-2-10 games
13-2-11 planned
13-2-12 receives
13-2-13 logic
13-2-14 morsmordre
13-2-15 faints
13-2-16 disappears
13-2-17 asked
13-2-18 pursuit
13-2-19 suggest
13-2-20 sours
13-3-1 tough
13-3-2 patches
13-3-3 appeared
13-3-4 elf
13-3-5 vain
13-3-6 egging
13-3-7 helplessly
13-3-8 gathering
13-3-9 height
13-3-10 kettleburn
13-3-11 hers
13-3-12 unbeknownst
13-3-13 written
13-3-14 persecuting
13-3-15 oblivious
13-3-16 beheaded
13-3-17 trust
13-3-18 heals
13-3-19 speak
13-3-20 postman
13-4-1 bathroom
13-4-2 strong
13-4-3 recognises
13-4-4 asks
13-4-5 source
13-4-6 trapdoor
13-4-7 remained
13-4-8 three
13-4-9 been
13-4-10 quickly
13-4-11 commission
13-4-12 much
13-4-13 stadium
13-4-14 miraculously
13-4-15 expected
13-4-16 obedient
13-4-17 entered
13-4-18 lovely
13-4-19 tallest
13-4-20 warmth
13-5-1 duties
13-5-2 questioned
13-5-3 repelled
13-5-4 life
13-5-5 pressed
13-5-6 ehru
13-5-7 deeper
13-5-8 lovegood
13-5-9 attacked
13-5-10 kreacher
13-5-11 concerning
13-5-12 malfoys
13-5-13 insistence
13-5-14 ariana
13-5-15 teenagers
13-5-16 moody
13-5-17 lift
13-5-18 tapping
13-5-19 hippogriff
13-5-20 doubts
13-6-1 catch
13-6-2 worked
13-6-3 regretted
13-6-4 chill
13-6-5 unpopular
13-6-6 exception
13-6-7 break-in
13-6-8 thenceforth
13-6-9 publicly
13-6-10 reinstate
13-6-11 insensitive
13-6-12 air
13-6-13 strangest
13-6-14 near
13-6-15 mates
13-6-16 teachers
13-6-17 items
13-6-18 half-breed
13-6-19 aid
13-6-20 voice
13-7-1 employees
13-7-2 launched
13-7-3 mistake
13-7-4 remembering
13-7-5 seven
13-7-6 myrtle
13-7-7 surprises
13-7-8 played
13-7-9 losing
13-7-10 half-brother
13-7-11 defeated
13-7-12 tease
13-7-13 veela
13-7-14 player
13-7-15 faked
13-7-16 victims
13-7-17 confident
13-7-18 redecorated
13-7-19 trusted
13-7-20 complains
13-8-1 grown
13-8-2 underpants
13-8-3 containing
13-8-4 bottles
13-8-5 shape-shifters
13-8-6 spellbooks
13-8-7 perform
13-8-8 things
13-8-9 make
13-8-10 wound
13-8-11 arbitrarily
13-8-12 greengrass
13-8-13 forehead
13-8-14 complex
13-8-15 potentially
13-8-16 split
13-8-17 discussed
13-8-18 big
13-8-19 avoids
13-8-20 several
13-9-1 grows
13-9-2 presumably
13-9-3 entitled
13-9-4 unharmed
13-9-5 meets
13-9-6 bearded
13-9-7 inadvertently
13-9-8 governors
13-9-9 blames
13-9-10 published
13-9-11 remembrall
13-9-12 evil
13-9-13 greeted
13-9-14 norwegian
13-9-15 characters
13-9-16 unicorn
13-9-17 jealous
13-9-18 strength
13-9-19 insisted
13-9-20 opportunity
13-10-1 blamed
13-10-2 tune
13-10-3 mentioning
13-10-4 compared
13-10-5 staving
13-10-6 kept
13-10-7 score
13-10-8 penalised
13-10-9 charlie
13-10-10 possessed
13-10-11 hopkirk
13-10-12 ths
13-10-13 suffering
13-10-14 unconcerned
13-10-15 intervals
13-10-16 academic
13-10-17 charity
13-10-18 contact
13-10-19 tombstone
13-10-20 greatest
13-11-1 qualities
13-11-2 mother
13-11-3 anchorman
13-11-4 echoes
13-11-5 the
13-11-6 flops
13-11-7 possesses
13-11-8 left
13-11-9 arousing
13-11-10 rubies
13-11-11 just
13-11-12 sentence
13-11-13 photo
13-11-14 masons
13-11-15 assigned
13-11-16 proposes
13-11-17 fighters
13-11-18 via
13-11-19 identify
13-11-20 transforms
13-12-1 human
13-12-2 resigning
13-12-3 yes
13-12-4 october
13-12-5 yet
13-12-6 impending
13-12-7 previous
13-12-8 nicolas
13-12-9 enters
13-12-10 monitored
13-12-11 craning
13-12-12 disappearances
13-12-13 dining
13-12-14 substituted
13-12-15 convalescing
13-12-16 thick
13-12-17 assassination
13-12-18 had
13-12-19 occupants
13-12-20 about
13-13-1 belongs
13-13-2 transformed
13-13-3 elves
13-13-4 innocent
13-13-5 prison
13-13-6 save
13-13-7 hat
13-13-8 expelled
13-13-9 gave
13-13-10 opt
13-13-11 desire
13-13-12 thankfully
13-13-13 race
13-13-14 casting
13-13-15 popping
13-13-16 melting
13-13-17 breaks
13-13-18 possible
13-13-19 inflicting
13-13-20 possibly
13-14-1 chose
13-14-2 injuring
13-14-3 birth
13-14-4 destroy
13-14-5 judge
13-14-6 shadow
13-14-7 burns
13-14-8 burnt
13-14-9 advanced
13-14-10 apart
13-14-11 amok
13-14-12 brought
13-14-13 pranks
13-14-14 gift
13-14-15 spat
13-14-16 new-found
13-14-17 performing
13-14-18 unnecessary
13-14-19 unsuspecting
13-14-20 waddling
13-15-1 peeves
13-15-2 offices
13-15-3 night
13-15-4 amos
13-15-5 security
13-15-6 starvation
13-15-7 introduce
13-15-8 cancelled
13-15-9 margaret
13-15-10 right
13-15-11 old
13-15-12 crowd
13-15-13 people
13-15-14 sends
13-15-15 mostly
13-15-16 easy
13-15-17 somehow
13-15-18 dead
13-15-19 alice
13-15-20 lavender
13-16-1 born
13-16-2 clubs
13-16-3 armando
13-16-4 unexpectedly
13-16-5 displeasure
13-16-6 escape
13-16-7 multiple
13-16-8 precautions
13-16-9 repeated
13-16-10 doorstep
13-16-11 enemies
13-16-12 denies
13-16-13 half-giant
13-16-14 hexes
13-16-15 total
13-16-16 combat
13-16-17 for
13-16-18 fourth
13-16-19 purple
13-16-20 ear
13-17-1 centre
13-17-2 mystified
13-17-3 comments
13-17-4 everything
13-17-5 icy
13-17-6 asking
13-17-7 honoured
13-17-8 summoned
13-17-9 denied
13-17-10 serpents
13-17-11 convict
13-17-12 beating
13-17-13 christmas
13-17-14 trunk
13-17-15 cry
13-17-16 defend
13-17-17 dropped
13-17-18 gatecrashing
13-17-19 graduates
13-17-20 skeeter
13-18-1 deadly
13-18-2 heartened
13-18-3 lamps
13-18-4 mutters
13-18-5 defensive
13-18-6 keeper
13-18-7 post
13-18-8 graduation
13-18-9 bury
13-18-10 properties
13-18-11 bellatrix
13-18-12 trophy
13-18-13 harmful
13-18-14 foolish
13-18-15 splinched
13-18-16 rematch
13-18-17 attacks
13-18-18 gaze
13-18-19 plum
13-18-20 valentines
13-19-1 accepts
13-19-2 shards
13-19-3 surround
13-19-4 dinner
13-19-5 excluding
13-19-6 ensure
13-19-7 guest
13-19-8 horizon
13-19-9 improvement
13-19-10 efforts
13-19-11 observation
13-19-12 slightly
13-19-13 sweater
13-19-14 eavesdropped
13-19-15 bath
13-19-16 deepens
13-19-17 engraved
13-19-18 faint
13-19-19 statements
13-19-20 lied
13-20-1 presence
13-20-2 wasting
13-20-3 quibbler
13-20-4 puzzle
13-20-5 sparing
13-20-6 bound
13-20-7 cauldron
13-20-8 son
13-20-9 down
13-20-10 lies
13-20-11 bob
13-20-12 raises
13-20-13 wrap
13-20-14 dean
13-20-15 shoots
13-20-16 rounds
13-20-17 methods
13-20-18 strangely
13-20-19 severely
13-20-20 tips
14-1-1 deal
14-1-2 outmatched
14-1-3 waits
14-1-4 support
14-1-5 flying
14-1-6 available
14-1-7 transform
14-1-8 corporeal
14-1-9 fight
14-1-10 avail
14-1-11 derision
14-1-12 accordingly
14-1-13 seeker
14-1-14 keepers
14-1-15 editor
14-1-16 way
14-1-17 wax
14-1-18 resulted
14-1-19 vacated
14-1-20 was
14-2-1 halls
14-2-2 purposely
14-2-3 happy
14-2-4 questionable
14-2-5 courtroom
14-2-6 head
14-2-7 successfully
14-2-8 steers
14-2-9 gilderoy
14-2-10 form
14-2-11 snowy
14-2-12 attempted
14-2-13 visitation
14-2-14 fireworks
14-2-15 removes
14-2-16 lawn
14-2-17 ford
14-2-18 eater
14-2-19 taken
14-2-20 premises
14-3-1 hear
14-3-2 elderly
14-3-3 granger
14-3-4 astonished
14-3-5 sustained
14-3-6 surrender
14-3-7 true
14-3-8 rubbishes
14-3-9 absent
14-3-10 admiration
14-3-11 circumstantial
14-3-12 flavour
14-3-13 veiled
14-3-14 captive
14-3-15 inside
14-3-16 bids
14-3-17 bounds
14-3-18 tell
14-3-19 crystal
14-3-20 torturing
14-4-1 submitting
14-4-2 smashed
14-4-3 emotional
14-4-4 flitwick
14-4-5 temper
14-4-6 breathe
14-4-7 trio
14-4-8 proud
14-4-9 guesses
14-4-10 sticks
14-4-11 forearm
14-4-12 fury
14-4-13 compartment
14-4-14 lingers
14-4-15 store
14-4-16 suspicions
14-4-17 restorative
14-4-18 meanwhile
14-4-19 modify
14-4-20 proves
14-5-1 exist
14-5-2 promised
14-5-3 decapitation
14-5-4 request
14-5-5 sprouts
14-5-6 ship
14-5-7 annoying
14-5-8 trip
14-5-9 august
14-5-10 regime
14-5-11 looked
14-5-12 password
14-5-13 bruising
14-5-14 faithful
14-5-15 weakened
14-5-16 floor
14-5-17 alerts
14-5-18 when
14-5-19 vanishes
14-5-20 handed
14-6-1 reality
14-6-2 yule
14-6-3 grabbing
14-6-4 tin
14-6-5 luscious
14-6-6 role
14-6-7 holding
14-6-8 test
14-6-9 tie
14-6-10 vanished
14-6-11 smell
14-6-12 roll
14-6-13 pseudonym
14-6-14 eternity
14-6-15 picture
14-6-16 unsure
14-6-17 brothers
14-6-18 phoenix
14-6-19 progresses
14-6-20 surprise
14-7-1 slink
14-7-2 welcome
14-7-3 convincing
14-7-4 reconstituted
14-7-5 diet
14-7-6 transported
14-7-7 journey
14-7-8 disciplinary
14-7-9 reign
14-7-10 rolling
14-7-11 flushed
14-7-12 aware
14-7-13 weekend
14-7-14 unlocking
14-7-15 died
14-7-16 jones
14-7-17 grief
14-7-18 younger
14-7-19 nymphadora
14-7-20 forty-two
14-8-1 happening
14-8-2 diadem
14-8-3 tested
14-8-4 assume
14-8-5 penning
14-8-6 ogden
14-8-7 bottom
14-8-8 kissed
14-8-9 memorial
14-8-10 daily
14-8-11 jacket
14-8-12 dilapidated
14-8-13 loyal
14-8-14 classmate
14-8-15 time
14-8-16 push
14-8-17 serious
14-8-18 surprised
14-8-19 dust
14-8-20 restored
14-9-1 basically
14-9-2 nurseries
14-9-3 concept
14-9-4 managed
14-9-5 matron
14-9-6 ron
14-9-7 whoever
14-9-8 scribbled
14-9-9 menacing
14-9-10 rob
14-9-11 resources
14-9-12 activated
14-9-13 eldest
14-9-14 infuriates
14-9-15 leads
14-9-16 delays
14-9-17 girls
14-9-18 ice
14-9-19 grateful
14-9-20 skin
14-10-1 battle
14-10-2 chair
14-10-3 toothpick
14-10-4 milk
14-10-5 row
14-10-6 layers
14-10-7 certainly
14-10-8 doom
14-10-9 depend
14-10-10 renounces
14-10-11 hogsmeade
14-10-12 nineteen
14-10-13 hump
14-10-14 flash
14-10-15 father
14-10-16 disgusting
14-10-17 passage
14-10-18 finally
14-10-19 unpleasant
14-10-20 permanently
14-11-1 elphias
14-11-2 discovering
14-11-3 enchanting
14-11-4 circumstances
14-11-5 agreed
14-11-6 advises
14-11-7 brown
14-11-8 massive
14-11-9 protective
14-11-10 hannah
14-11-11 recollects
14-11-12 two-way
14-11-13 arabella
14-11-14 unfamiliar
14-11-15 choice
14-11-16 begging
14-11-17 gloomy
14-11-18 macnair
14-11-19 additional
14-11-20 anonymous
14-12-1 stays
14-12-2 cook
14-12-3 word
14-12-4 trouble
14-12-5 maternal
14-12-6 feeble
14-12-7 minute
14-12-8 cool
14-12-9 discovered
14-12-10 cooks
14-12-11 dark-haired
14-12-12 solves
14-12-13 level
14-12-14 did
14-12-15 die
14-12-16 embarrassment
14-12-17 rights
14-12-18 chunk
14-12-19 accidentally
14-12-20 metamorphmagus
14-13-1 leave
14-13-2 solved
14-13-3 coincidences
14-13-4 evades
14-13-5 team
14-13-6 quick
14-13-7 loads
14-13-8 round
14-13-9 unaware
14-13-10 attracting
14-13-11 possibility
14-13-12 prevent
14-13-13 grindelwald
14-13-14 talked
14-13-15 says
14-13-16 fearing
14-13-17 trails
14-13-18 resisting
14-13-19 feeling
14-13-20 discover
14-14-1 upbringings
14-14-2 conceal
14-14-3 colin
14-14-4 cost
14-14-5 crescent
14-14-6 comforting
14-14-7 cottages
14-14-8 eating
14-14-9 dismay
14-14-10 substitute
14-14-11 drinks
14-14-12 curse
14-14-13 adds
14-14-14 stands
14-14-15 norris
14-14-16 under-age
14-14-17 mungo
14-14-18 favour
14-14-19 shares
14-14-20 uniform
14-15-1 business
14-15-2 reunite
14-15-3 health
14-15-4 suspect
14-15-5 goes
14-15-6 incidents
14-15-7 supplies
14-15-8 falling
14-15-9 appeal
14-15-10 celebrates
14-15-11 filled
14-15-12 halts
14-15-13 supporting
14-15-14 proclaiming
14-15-15 angelina
14-15-16 transportation
14-15-17 disable
14-15-18 months
14-15-19 acted
14-15-20 guardian
14-16-1 hairs
14-16-2 involuntarily
14-16-3 epilogue
14-16-4 umbridge
14-16-5 podmore
14-16-6 water
14-16-7 abandon
14-16-8 fluke
14-16-9 merlin
14-16-10 witch
14-16-11 avada
14-16-12 groups
14-16-13 address
14-16-14 alone
14-16-15 grabbed
14-16-16 along
14-16-17 disappeared
14-16-18 teaches
14-16-19 appears
14-16-20 change
14-17-1 twelve-foot
14-17-2 box
14-17-3 boy
14-17-4 neville
14-17-5 crumbles
14-17-6 thirty
14-17-7 animagus
14-17-8 brilliant
14-17-9 guilty
14-17-10 tactlessly
14-17-11 clutching
14-17-12 sides
14-17-13 angering
14-17-14 descended
14-17-15 exams
14-17-16 suggestion
14-17-17 shrink
14-17-18 usually
14-17-19 boa
14-17-20 weird
14-18-1 sphere
14-18-2 studies
14-18-3 doris
14-18-4 bolt
14-18-5 yaxley
14-18-6 tasks
14-18-7 useful
14-18-8 hostages
14-18-9 humour
14-18-10 broomsticks
14-18-11 problematic
14-18-12 merely
14-18-13 elixir
14-18-14 gellert
14-18-15 marked
14-18-16 morale
14-18-17 graduated
14-18-18 iron
14-18-19 betraying
14-18-20 plots
14-19-1 sweets
14-19-2 transplant
14-19-3 everybody
14-19-4 pansy
14-19-5 wealth
14-19-6 working
14-19-7 prove
14-19-8 equal
14-19-9 angry
14-19-10 fibre
14-19-11 visit
14-19-12 only
14-19-13 tightly
14-19-14 france
14-19-15 live
14-19-16 wood
14-19-17 wondering
14-19-18 sighted
14-19-19 believing
14-19-20 selects
14-20-1 good-byes
14-20-2 chapter
14-20-3 entrance
14-20-4 sharing
14-20-5 teased
14-20-6 conductor
14-20-7 sessions
14-20-8 afford
14-20-9 suggestions
14-20-10 apparent
14-20-11 envelope
14-20-12 ton-tongue
14-20-13 chocolate
14-20-14 teases
14-20-15 everywhere
14-20-16 ludo
14-20-17 slinks
14-20-18 amelia
14-20-19 prophecy
14-20-20 gornuk
15-1-1 behalf
15-1-2 yelling
15-1-3 fly
15-1-4 rebounding
15-1-5 mosag
15-1-6 ambition
15-1-7 strained
15-1-8 anything
15-1-9 defeats
15-1-10 deformed
15-1-11 avoiding
15-1-12 originally
15-1-13 pretend
15-1-14 soul
15-1-15 reprimanding
15-1-16 cat
15-1-17 wands
15-1-18 portkey
15-1-19 gathers
15-1-20 drags
15-2-1 can
15-2-2 sky
15-2-3 following
15-2-4 making
15-2-5 arrive
15-2-6 laughter
15-2-7 newspapers
15-2-8 rufus
15-2-9 breeds
15-2-10 spy
15-2-11 classrooms
15-2-12 reprimands
15-2-13 hears
15-2-14 downfall
15-2-15 frogs
15-2-16 december
15-2-17 sense
15-2-18 confused
15-2-19 agent
15-2-20 choke
15-3-1 forerunners
15-3-2 heard
15-3-3 battered
15-3-4 hides
15-3-5 allowed
15-3-6 enchanted
15-3-7 counting
15-3-8 stole
15-3-9 occur
15-3-10 stunning
15-3-11 denial
15-3-12 pointedly
15-3-13 scorpius
15-3-14 winter
15-3-15 deserves
15-3-16 attract
15-3-17 discussion
15-3-18 delirious
15-3-19 sudden
15-3-20 magazine
15-4-1 trophies
15-4-2 species
15-4-3 write
15-4-4 sunday
15-4-5 slams
15-4-6 detentions
15-4-7 pure
15-4-8 familiar
15-4-9 beans
15-4-10 youth
15-4-11 speaks
15-4-12 begs
15-4-13 afternoon
15-4-14 map
15-4-15 staying
15-4-16 staircase
15-4-17 huge
15-4-18 may
15-4-19 overall
15-4-20 sacrifice
15-5-1 fed
15-5-2 spot
15-5-3 respective
15-5-4 boost
15-5-5 informs
15-5-6 birthday
15-5-7 snape
15-5-8 mad
15-5-9 leprechaun
15-5-10 date
15-5-11 such
15-5-12 suck
15-5-13 truly
15-5-14 revealed
15-5-15 grow
15-5-16 man
15-5-17 classroom
15-5-18 narcissa
15-5-19 stress
15-5-20 natural
15-6-1 omen
15-6-2 summoning
15-6-3 whenever
15-6-4 borrowing
15-6-5 meddle
15-6-6 tale
15-6-7 provide
15-6-8 killers
15-6-9 arrangements
15-6-10 african
15-6-11 skirmish
15-6-12 reside
15-6-13 arrived
15-6-14 pulled
15-6-15 talk
15-6-16 framing
15-6-17 breaking
15-6-18 speculation
15-6-19 words
15-6-20 repair
15-7-1 indeed
15-7-2 pointed
15-7-3 haircut
15-7-4 wishing
15-7-5 raised
15-7-6 bewitching
15-7-7 years
15-7-8 professors
15-7-9 ended
15-7-10 surviving
15-7-11 dismissed
15-7-12 shake
15-7-13 cold
15-7-14 still
15-7-15 ravenclaws
15-7-16 birds
15-7-17 revenge
15-7-18 group
15-7-19 thank
15-7-20 curly
15-8-1 willow
15-8-2 interesting
15-8-3 organisation
15-8-4 proposed
15-8-5 vicinity
15-8-6 yorkshire
15-8-7 platform
15-8-8 window
15-8-9 offers
15-8-10 suspicion
15-8-11 celebrate
15-8-12 felicis
15-8-13 phineas
15-8-14 orchestrating
15-8-15 mail
15-8-16 main
15-8-17 decades
15-8-18 prisoners
15-8-19 limbo
15-8-20 happened
15-9-1 caractacus
15-9-2 lonely
15-9-3 amycus
15-9-4 smash
15-9-5 matches
15-9-6 sybill
15-9-7 hugs
15-9-8 undisclosed
15-9-9 shoulder
15-9-10 delighted
15-9-11 underneath
15-9-12 answer
15-9-13 recommences
15-9-14 touching
15-9-15 cowering
15-9-16 mismatched
15-9-17 half
15-9-18 arriving
15-9-19 sorted
15-9-20 now
15-10-1 hall
15-10-2 nor
15-10-3 possess
15-10-4 escorting
15-10-5 term
15-10-6 workload
15-10-7 strangles
15-10-8 name
15-10-9 thankful
15-10-10 servant
15-10-11 james
15-10-12 drop
15-10-13 revert
15-10-14 ridgeback
15-10-15 debating
15-10-16 bursts
15-10-17 realise
15-10-18 injury
15-10-19 entirely
15-10-20 interviews
15-11-1 repaired
15-11-2 trunks
15-11-3 retrieve
15-11-4 fired
15-11-5 bursting
15-11-6 vane
15-11-7 transfigures
15-11-8 torch
15-11-9 challenges
15-11-10 wrests
15-11-11 catching
15-11-12 farewell
